network,source_url,loaded_nodes,undirected_simple_edges,avg_degree,components,largest_component,random_greedy_mean,random_greedy_std,random_greedy_best,min_degree_greedy,ip_feasible,ip_status,ip_elapsed_seconds,component_status_counts,logd_over_d_n,log1pd_over_d_n,two_logd_over_d_n,first_moment_n,first_moment_ratio
SNAP ca-GrQc,https://snap.stanford.edu/data/ca-GrQc.txt.gz,5242,14484,5.526135062953071,355,4158,2179.2,15.17130254963731,2202,2458,2459,Optimal,35.10237046300003,{'Optimal': 355},1621.5925765976453,1779.3668744600432,3243.1851531952907,2625.5091354812803,0.5008601937201984
