model,n,d,seed,m,avg_degree,random_greedy_mean,random_greedy_std,random_greedy_best,min_degree_greedy,warm_start_size,ip_feasible,ip_improvement,ip_status,ip_mis_upper_bound,ip_mis_upper_bound_int,ip_mip_gap,ip_elapsed_seconds,logd_over_d_n,log1pd_over_d_n,two_logd_over_d_n,first_moment_n,first_moment_ratio,beats_log_threshold
"G(n,20/n)",100,20.0,7820,1023,20.46,13.7,1.5927467172350909,17,18,18,20,2,Optimal,20.0,20,0.0,17.88778475,14.978661367769956,15.222612188617116,29.95732273553991,23.299594713906767,0.23299594713906768,True
"G(n,20/n)",200,20.0,7920,2068,20.68,29.2,2.067289096988207,33,37,37,37,0,TimeLimit,59.081999999999994,59,0.16,20.395481583000002,29.95732273553991,30.445224377234233,59.91464547107982,46.599189427813535,0.23299594713906768,True
"G(n,20/n)",500,20.0,8220,5025,20.1,75.15,2.942877217246665,79,95,95,95,0,TimeLimit,166.344,166,0.21,20.587133791,74.89330683884977,76.11306094308557,149.78661367769953,116.49797356953384,0.23299594713906768,True
"G(n,20/n)",1000,20.0,8720,10029,20.058,152.35,4.331949846626137,159,198,198,198,0,TimeLimit,354.645,354,0.24,20.481029625000005,149.78661367769953,152.22612188617114,299.57322735539907,232.99594713906768,0.23299594713906768,True
"G(n,20/n)",2000,20.0,9720,19862,19.862,304.45,6.870800152590824,313,384,384,384,0,TimeLimit,785.5,785,0.33,18.056097750000006,299.57322735539907,304.4522437723423,599.1464547107981,465.99189427813536,0.23299594713906768,True
"G(n,20/n)",3000,20.0,10720,30150,20.1,454.45,8.840546541809207,475,584,584,584,0,TimeLimit,1216.862,1216,0.35,46.75532041700001,449.35984103309863,456.6783656585135,898.7196820661973,698.9878414172031,0.23299594713906768,True
