profile,phase,graph_family,graph_id,n,m,d_input,d_eff,seed,solver,time_limit,random_trials,greedy_random_mean,greedy_random_std,greedy_random_best,greedy_min_degree,warm_start_size,ip_status,ip_incumbent,ip_upper_bound,ip_gap,ip_runtime_sec,threshold_logd,threshold_log1pd,threshold_2logd,first_moment_threshold,found_beyond_logd,proved_beyond_logd,proved_optimal,solution_valid,error
main,B_scaling,"G(n,d/n)",ER_d20_n1500_seed7,1500,15120.0,20.0,20.16,7,CBC,600.0,100,226.21,5.238349265780493,239.0,292.0,292.0,TimeLimit,292.0,554.062,0.28,600.3039054580004,224.67992051654932,228.3391828292567,449.35984103309863,349.49392070860154,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n1500_seed8,1500,15174.0,20.0,20.232,8,CBC,600.0,100,226.81,5.940266633474264,243.0,294.0,294.0,TimeLimit,294.0,549.447,0.27,601.444576834001,224.67992051654932,228.3391828292567,449.35984103309863,349.49392070860154,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n1500_seed9,1500,15084.0,20.0,20.112,9,CBC,600.0,100,226.02,5.685316902585844,239.0,294.0,294.0,TimeLimit,294.0,553.445,0.27,599.6143125000017,224.67992051654932,228.3391828292567,449.35984103309863,349.49392070860154,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n2000_seed0,2000,19971.0,20.0,19.971,0,CBC,600.0,100,304.93,6.169745341240397,322.0,396.0,396.0,TimeLimit,396.0,753.126,0.29,595.5407728749997,299.57322735539907,304.4522437723423,599.1464547107981,465.99189427813536,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n2000_seed1,2000,19936.0,20.0,19.936,1,CBC,600.0,100,303.09,6.49178968646808,319.0,388.0,388.0,TimeLimit,388.0,750.885,0.29,595.7175589159997,299.57322735539907,304.4522437723423,599.1464547107981,465.99189427813536,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n2000_seed2,2000,19998.0,20.0,19.998,2,CBC,600.0,100,301.73,6.419438598443943,316.0,391.0,391.0,TimeLimit,391.0,748.6099999999999,0.29,597.9640292080003,299.57322735539907,304.4522437723423,599.1464547107981,465.99189427813536,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n2000_seed3,2000,19971.0,20.0,19.971,3,CBC,600.0,100,304.36,6.640128999598813,321.0,404.0,404.0,TimeLimit,404.0,753.634,0.28,598.8208972920002,299.57322735539907,304.4522437723423,599.1464547107981,465.99189427813536,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n2000_seed4,2000,19961.0,20.0,19.961,4,CBC,600.0,100,303.97,6.989826662205348,322.0,390.0,390.0,TimeLimit,390.0,751.79,0.29,596.4845387920031,299.57322735539907,304.4522437723423,599.1464547107981,465.99189427813536,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n2000_seed5,2000,19897.0,20.0,19.897,5,CBC,600.0,100,305.66,7.011131121007479,319.0,391.0,391.0,TimeLimit,391.0,757.4100000000001,0.29,596.5536782499985,299.57322735539907,304.4522437723423,599.1464547107981,465.99189427813536,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n2000_seed6,2000,19888.0,20.0,19.888,6,CBC,600.0,100,306.89,6.026699852416007,323.0,400.0,400.0,TimeLimit,400.0,751.4490000000001,0.28,596.3994791250007,299.57322735539907,304.4522437723423,599.1464547107981,465.99189427813536,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n2000_seed7,2000,20090.0,20.0,20.09,7,CBC,600.0,100,303.17,5.993354906085825,317.0,391.0,391.0,TimeLimit,391.0,750.261,0.29,596.938754666,299.57322735539907,304.4522437723423,599.1464547107981,465.99189427813536,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n2000_seed8,2000,20159.0,20.0,20.159,8,CBC,600.0,100,303.17,6.527416925336677,325.0,394.0,394.0,TimeLimit,394.0,753.864,0.29,596.2298416669983,299.57322735539907,304.4522437723423,599.1464547107981,465.99189427813536,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n2000_seed9,2000,20075.0,20.0,20.075,9,CBC,600.0,100,301.32,6.882682117555127,317.0,384.0,384.0,TimeLimit,384.0,749.1759999999999,0.29,598.1225078339994,299.57322735539907,304.4522437723423,599.1464547107981,465.99189427813536,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n3000_seed0,3000,29997.0,20.0,19.998,0,CBC,600.0,100,459.2,8.47694437038405,480.0,593.0,593.0,TimeLimit,593.0,1179.66,0.32,599.9969408750003,449.35984103309863,456.6783656585135,898.7196820661973,698.9878414172031,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n3000_seed1,3000,29892.0,20.0,19.928,1,CBC,600.0,100,456.05,8.261355820929154,478.0,587.0,587.0,TimeLimit,587.0,1176.309,0.32,598.0901827080015,449.35984103309863,456.6783656585135,898.7196820661973,698.9878414172031,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n3000_seed2,3000,29990.0,20.0,19.993333333333332,2,CBC,600.0,100,455.63,7.64179760966428,482.0,575.0,575.0,TimeLimit,575.0,1184.858,0.34,601.3092726670002,449.35984103309863,456.6783656585135,898.7196820661973,698.9878414172031,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n3000_seed3,3000,29997.0,20.0,19.998,3,CBC,600.0,100,456.26,7.985618386205355,480.0,593.0,593.0,TimeLimit,593.0,1179.506,0.32,597.5418255410004,449.35984103309863,456.6783656585135,898.7196820661973,698.9878414172031,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n3000_seed4,3000,29865.0,20.0,19.91,4,CBC,600.0,100,457.46,6.417180223447213,474.0,587.0,587.0,TimeLimit,587.0,1201.394,0.34,452.34340741700004,449.35984103309863,456.6783656585135,898.7196820661973,698.9878414172031,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n3000_seed5,3000,29770.0,20.0,19.846666666666668,5,CBC,600.0,100,457.59,8.552978097916208,477.0,598.0,598.0,TimeLimit,598.0,1228.133,0.36,40.89047683400349,449.35984103309863,456.6783656585135,898.7196820661973,698.9878414172031,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n3000_seed6,3000,29855.0,20.0,19.903333333333332,6,CBC,600.0,100,460.37,7.53933121380903,477.0,586.0,586.0,TimeLimit,586.0,1232.953,0.37,47.55423387499832,449.35984103309863,456.6783656585135,898.7196820661973,698.9878414172031,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n3000_seed7,3000,30208.0,20.0,20.138666666666666,7,CBC,600.0,100,451.04,6.917873206193482,468.0,576.0,576.0,TimeLimit,576.0,1207.601,0.35,206.3249694590013,449.35984103309863,456.6783656585135,898.7196820661973,698.9878414172031,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n3000_seed8,3000,30293.0,20.0,20.195333333333338,8,CBC,600.0,100,456.81,7.880028457109054,474.0,587.0,587.0,TimeLimit,587.0,1192.464,0.33,301.12768112499907,449.35984103309863,456.6783656585135,898.7196820661973,698.9878414172031,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n3000_seed9,3000,30201.0,20.0,20.134,9,CBC,600.0,100,453.49,8.573502755289082,477.0,577.0,577.0,TimeLimit,577.0,1218.0,0.36,590.2462631250019,449.35984103309863,456.6783656585135,898.7196820661973,698.9878414172031,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n5000_seed0,5000,50195.0,20.0,20.078,0,CBC,600.0,100,755.65,10.351767525842671,783.0,969.0,969.0,TimeLimit,969.0,2148.0,0.41,588.6838364159994,748.9330683884978,761.1306094308558,1497.8661367769955,1164.9797356953384,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n5000_seed1,5000,49706.0,20.0,19.8824,1,CBC,600.0,100,765.08,10.423051376636309,794.0,986.0,986.0,TimeLimit,986.0,2144.609,0.41,578.3789334159992,748.9330683884978,761.1306094308558,1497.8661367769955,1164.9797356953384,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n5000_seed2,5000,50005.0,20.0,20.002,2,CBC,600.0,100,760.08,12.502670421824597,790.0,979.0,979.0,TimeLimit,979.0,2144.5,0.41,644.859234042,748.9330683884978,761.1306094308558,1497.8661367769955,1164.9797356953384,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n5000_seed3,5000,49819.0,20.0,19.9276,3,CBC,600.0,100,759.99,9.110428035493118,779.0,973.0,973.0,TimeLimit,973.0,2148.5,0.41,585.5042148339962,748.9330683884978,761.1306094308558,1497.8661367769955,1164.9797356953384,True,False,False,True,
main,B_scaling,"G(n,d/n)",ER_d20_n5000_seed4,5000,49851.0,20.0,19.9404,4,CBC,600.0,100,763.39,11.47671775835977,799.0,988.0,988.0,TimeLimit,988.0,2148.0,0.41,583.878095125001,748.9330683884978,761.1306094308558,1497.8661367769955,1164.9797356953384,True,False,False,True,
